conv_id,turn_no,conv_type,speaker,text,emotion,empathy,politeness
257,70,low_104,C,"No, I hardly ever been to a doctor.  I don't go to no dentist.  I don't go unless something bothers me.  If I get sick or something, I'll go to a doctor, as long as I stay healthy and able to work and get out here and go, I don't go see a doctor.  My wife, I tell you she goes sometimes two or three times a month.",trusting,,
257,71,low_104,T,Did your wife use any tobacco products?,,non empathetic,low polite
257,72,low_104,C,She smokes.,angry,,
257,73,low_104,T,"She use to smoke, okay.",,low empathetic,low polite
257,74,low_104,C,"She smokes, smokes like a freight train.",angry,,
257,75,low_104,T,"Well, you know, a lot of time just like, what's his name Georg Burns, I think he smoke or something all his life right, and, but even though she smoked you didn't want to smoke you just only want to chew?",,non empathetic,highly polite
257,76,low_104,C,"Well, yes.  I worked in the cigarette factory for  years?",content,,
257,77,low_104,T,"Oh, you did.",,highly empathetic,low polite
257,78,low_104,C,"Yeah, making cigarettes and I never did really take up the habit of smoking.  Yeah, all I done was chew tobacco.",sad,,
257,79,low_104,T,"For  years, okay.",,highly empathetic,low polite
257,80,low_104,C,"Yeah, well  years.",content,,
257,81,low_104,T,years.,,non empathetic,impolite
257,82,low_104,C,"The Reynolds Tobacco Company and I really didn't want to go to work then, but my wife made me.",sad,,
257,83,low_104,T,"Well, your wife make you, how did she make you?",,highly empathetic,low polite
257,84,low_104,C,"Well, see I was working for myself and I was , about  years old when I work to work and I was doing some work for a guy and he was one of the big wheels at and he just asked me one day if I wanted to work and I told him no.  I was an outside person, I didn't want to work in a factory and I told my wife, and she said your crazy, she said you better go to work and get them benefits and insurance and all that, so I waited about two months and I went down and they hired me before I went out the door.",sad,,
257,85,low_104,T,"Well, it is my job that I have to inform you about the risk of smoking or not smoking but chew tobacco the risk is to get a sore or ulcer in your mouth you may not know because sometimes it might start in some area that you cannot feel, okay.  So, but when in doubt you do see the doctor you can always go to that doctor that check your lab and have them see just to be sure whenever something happen, okay.",,non empathetic,low polite
257,86,low_104,C,"Yeah, whenever something happens I'll go.",trusting,,
257,87,low_104,T,"Yeah, and just to make sure that because you know why if early early detection is much better then when you do them late.",,highly empathetic,low polite
257,88,low_104,C,I understand that.,trusting,,
257,89,low_104,T,"Because when I use to work at cancer hospital and I know that have a cancer in the mouth it just not a pleasant thing.  It affects a lot of eating and things like that, you know, and if probably you have cancer in the lungs, right, you can eat, but cancer in the mouth, it's just very difficult.",,non empathetic,low polite
257,90,low_104,C,Yup.,angry,,
257,91,low_104,T,"I just want to let you know that at least check your mouth, if you don't want doctor check you can check it and then you can examine yourself, you know, do your, do your gargle and things like that to kind of keep, you know, keep, because I'm a nurse and I've seen it and I just think like oh, my gosh, you know, if you have something wrong in the mouth, it's probably the most devastating because we have to eat food and when you cannot food it makes it so difficult.",,highly empathetic,highly polite
257,92,low_104,C,"Well, if I didn't have to eat I wouldn't have to try to lose weight.",sad,,
257,93,low_104,T,You have a problem with weight gain?,,low empathetic,low polite
257,94,low_104,C,"Not really, I usually stay about the same weight about all the time.  I'm somewhere around  to , somewhere along in there.  I gain more weight in the wintertime because I don't work as much.  I'm always sitting around and stuff like that, but in the summertime, I get out and work and sweat it all off and all that.  Most of the time, I usually lose a little bit of weight in the summertime.",confident,,
257,95,low_104,T,"Yeah, and you play golf.",,highly empathetic,low polite
257,96,low_104,C,"Yes, I play golf, but I haven't had much of a golf season this year.  I've been a working too hard.",sad,,
257,97,low_104,T,"Well, and another thing, you know, you can think about because right now you use them all the time, you know, sometime even though you quit just a little bit or something like that it could help too.  So think about that okay and then I sure appreciate you calling I always enjoy talking to you.  You always have something to tell me like, you know, how, a lot of times people don't think about taking something to kind of help with your acid and stuff like that, you have a lot of knowledge in some way, the old fashion way.",,highly empathetic,highly polite
257,98,low_104,C,"Well, I guess that just comes from my family.",sad,,
257,99,low_104,T,"From your family, did your family smoke?",,non empathetic,low polite
257,100,low_104,C,"My family history and stuff like that, I don't know, I think my family was __________ like that.  They never did really get much sickness and stuff like that.",content,,
257,101,low_104,T,They work hard.,,highly empathetic,low polite
257,102,low_104,C,"Yeah and always worked hard and stuff.  I can usually tell when I feel bad, if I feel bad, I usually try to work on myself for a few days and if I don't get better I go to the doctor.",sad,,
257,103,low_104,T,"Yeah, in a lot of old days that's how people do it.",,non empathetic,low polite
257,104,low_104,C,Yeah.,sad,,
257,105,low_104,T,"You know, you not depend on with a lot of medication like what we do now.",,low empathetic,low polite
257,106,low_104,C,"Yeah, I know it.  Back in the early 's people didn't go to the doctor hardley they used they're own remedies and stuff like that.",confident,,
257,107,low_104,T,"A lot of old remedies back then, you know, that people do and people use.",,non empathetic,low polite
257,108,low_104,C,"Yeah, and I still use some of that.  I still drink my vinegar.",sad,,
257,109,low_104,T,Your garlic and all that stuff.,,non empathetic,low polite
257,110,low_104,C,Yeah.,sad,,
257,111,low_104,T,And you take niacin.,,low empathetic,impolite
257,112,low_104,C,That keeps me from going to a doctor.,afraid,,
257,113,low_104,T,"Yeah, and I think, you know, just have to kind of make some sense about this okay and then I will call you next time.  I'd like to ask you a question about your diabetes.",,highly empathetic,highly polite
257,114,low_104,C,"Diabetes, as far as I know, I reckon my diabetes is good.  I don't check it or nothing.",content,,
257,115,low_104,T,"Okay.  I have spoke to many people that they don't check too, it doesn't surprise me now when you say that.  But anyway, let me go ahead; look to see what day I can call you okay?",,non empathetic,highly polite
257,116,low_104,C,"Have you got the phone number to the house, the house phone?",angry,,
257,117,low_104,T,"Let me take a look to see what we have.  Well, the number I dial now what is this number?",,non empathetic,low polite
257,118,low_104,C,This is the cell phone.,sad,,
257,119,low_104,T,"Okay, the cell let me look to see if I have ... .  Let me take a look at my record.",,non empathetic,low polite
257,120,low_104,C,"I called today, this evening.",sad,,
257,121,low_104,T,Yes.,,non empathetic,low polite
257,122,low_104,C,To set up this appointment and I give the young lady the number for the house just in case ... .,afraid,,
257,123,low_104,T,"Okay, the number I have is.",,non empathetic,low polite
257,124,low_104,C,"Yeah, you can call the house number, if you can't get me on the cell phone.",trusting,,
257,125,low_104,T,"Okay, all right, I will do that.  Call the house that way I won't miss you.",,low empathetic,highly polite
257,126,low_104,C,"All right, more likely you'll probably catch me on that.  So if you're having bad weather you won't catch me on the cell phone.",sad,,
257,127,low_104,T,That's true and that's true.  Let me make an appointment to call you back on July .,,highly empathetic,low polite
257,128,low_104,C,July .,angry,,
257,129,low_104,T,It's Friday.,,non empathetic,impolite
257,130,low_104,C,"Oh, let's see, make it late.",sad,,
257,131,low_104,T,How late?,,non empathetic,impolite
257,132,low_104,C,Probably around  or so.,afraid,,
257,133,low_104,T,Like today?,,non empathetic,low polite
257,134,low_104,C,"Like today, I'm more likely to be here.",hopeful,,
257,135,low_104,T,"Well on the th I can't call you at, how about, let me take a look some other day.",,highly empathetic,low polite
257,136,low_104,C,My wife just mentioned that our son is coming in from the military and he'll be here that week.,surprised,,
257,137,low_104,T,"How about on the th, Monday?",,non empathetic,impolite
257,138,low_104,C,Monday.,afraid,,
257,139,low_104,T,On the th yes.,,highly empathetic,low polite
257,140,low_104,C,Okay.,angry,,
257,141,low_104,T,I can call you anytime you want me to.,,highly empathetic,low polite
257,142,low_104,C,"Well, you can call me probably; I don't reckon we'll be going off on a Monday, most of the time we might be gone on a Friday or a Saturday.",afraid,,
257,143,low_104,T,So th would be good on Monday?,,highly empathetic,low polite
257,144,low_104,C,th would be probably be better.,hopeful,,
257,145,low_104,T,How about like  your time?,,highly empathetic,low polite
257,146,low_104,C,Okay.,angry,,
257,147,low_104,T,okay?,,non empathetic,low polite
257,148,low_104,C,"Yeah, they usually call me and remind me to keep my appointment.",angry,,
257,149,low_104,T,Yes.,,non empathetic,low polite
257,150,low_104,C,"But, you know, things could come up.",hopeful,,
257,151,low_104,T,"Well, I will send a reminder call two days before our appointment, okay.  But since being on the weekend, th, let me see, you'll probably get the reminder call probably maybe on the th.",,non empathetic,low polite
257,152,low_104,C,Okay.,angry,,
257,153,low_104,T,"Okay, on the th and then you do have my number.",,low empathetic,low polite
257,154,low_104,C,"Yes, ma'am.",confident,,
257,155,low_104,T,"And I sure appreciate your time calling me so that way I get to talk to you and then, you know, I always enjoy talking to you.",,highly empathetic,highly polite
257,156,low_104,C,"I enjoy talking to you.  I've been trying to, me and my wife and I have been, she's been out here trying to teach me how to pronounce your name.",hopeful,,
257,157,low_104,T,You did great.  I mean you did great.  It's not hard.,,highly empathetic,highly polite
257,158,low_104,C,"Well, if I talked to you, if I would talk to you all the time now I could get use to it.",sad,,
257,159,low_104,T,"Well, you do talk to me all the time, what you talking about.  I've been talking to you for so many months now.  Just like you read it, if you just read like, you know, kind of break it down into the three syllables.",,non empathetic,low polite
257,160,low_104,C,She underlined it for me.,grateful,,
257,161,low_104,T,"Well, don't call me by a different name, I might not answer you.  I might not know my name, you know.  That's not my name.",,non empathetic,highly polite
257,162,low_104,C,Oh gee.,angry,,
257,163,low_104,T,What is your wife's name?  That's a beautiful name.,,highly empathetic,low polite
257,164,low_104,T,See I can call her she can call my name.,,low empathetic,low polite
257,165,low_104,C,"Yup, yup.  She said her momma named her you know when they used to have what was it a song or something they were having a donkey named Josephine?",sad,,
257,166,low_104,T,So how many children do you have?,,non empathetic,impolite
257,167,low_104,C,I have four children.  I've got three daughters and one son and I've got  grandchildren,sentimental,,
257,168,low_104,T,"Wow, seven.",,highly empathetic,low polite
257,169,low_104,C,"Three, four great grandchildren.",hopeful,,
257,170,low_104,T,"Well, they add up quick, you know.",,highly empathetic,low polite
257,171,low_104,C,Yeah.,sad,,
257,172,low_104,T,"And then, and then, you've got a hard time keep track of them.  What's their name and all that.",,non empathetic,impolite
257,173,low_104,C,"Yeah.  Which one, the grandchildren?",sentimental,,
257,174,low_104,T,Grandchildren.,,highly empathetic,impolite
257,175,low_104,C,The grandchildren is..,sentimental,,
257,176,low_104,T,Oh wow.  You're doing good.  You remember.,,highly empathetic,highly polite
257,177,low_104,C,I've got one new grandchild probably maybe three weeks old and I haven't seen it yet.  They're in the military and I haven't learned his name yet.,afraid,,
257,178,low_104,T,"Well, you know, you're doing good but don't forget what we talked about today, okay, about your chew tobacco and your mouth and the next month I'm going to talk about your blood sugar, okay.",,non empathetic,highly polite
257,179,low_104,C,Blood sugar.  Okay.,sad,,
257,180,low_104,T,All right.  Thank you very much and say hello to your wife for me.,,highly empathetic,highly polite
257,181,low_104,C,"Alrighty, I sure will.",confident,,
257,182,low_104,T,And I'll talk to you next month and I'll send you the reminder call okay?,,highly empathetic,low polite
257,183,low_104,C,"Okay, alrighty.",angry,,
257,184,low_104,T,"Thank you so much for calling me back, I sure appreciate it and you have a wonderful ... .",,highly empathetic,highly polite
257,185,low_104,C,I enjoy talking to you.,confident,,
257,186,low_104,T,And you have a wonderful month.,,low empathetic,highly polite
257,187,low_104,C,"Yeah, thank you and I hope you do too.",grateful,,
257,188,low_104,T,"I sure will, thank you, bye-bye, goodnight.",,highly empathetic,highly polite
257,189,low_104,C,"Bye-bye, goodnight. ",sad,,
